selected_index,dataset_split,camera,video_file,episode_index,frame_index,timestamp_seconds,source_frame,output_file,selection_reason,notes
11,short,head_left,file-000.mp4,73,14020,467.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000073_frame014020_t467333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000073_frame014020_t467333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117740; brightness=0.583967; contrast=0.157152; edge_density=0.121563; sharpness=0.003659
12,short,head_left,file-000.mp4,78,14980,499.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000078_frame014980_t499333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000078_frame014980_t499333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118403; brightness=0.584764; contrast=0.156709; edge_density=0.122813; sharpness=0.003779
13,short,head_left,file-000.mp4,81,15620,520.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000081_frame015620_t520667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000081_frame015620_t520667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117753; brightness=0.587595; contrast=0.149760; edge_density=0.121719; sharpness=0.003495
14,short,head_left,file-000.mp4,83,16100,536.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000083_frame016100_t536667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000083_frame016100_t536667.jpg,stratified_coverage,hard_score=0.113370; brightness=0.582062; contrast=0.149109; edge_density=0.116875; sharpness=0.003341
15,short,head_left,file-000.mp4,91,17540,584.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000091_frame017540_t584667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000091_frame017540_t584667.jpg,stratified_coverage,hard_score=0.117263; brightness=0.579131; contrast=0.157041; edge_density=0.128125; sharpness=0.003726
16,short,head_left,file-000.mp4,95,18260,608.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000095_frame018260_t608667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000095_frame018260_t608667.jpg,stratified_coverage,hard_score=0.116897; brightness=0.580621; contrast=0.156097; edge_density=0.125208; sharpness=0.003706
17,short,head_left,file-000.mp4,98,18900,630.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000098_frame018900_t630000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000098_frame018900_t630000.jpg,stratified_coverage,hard_score=0.112448; brightness=0.579503; contrast=0.152409; edge_density=0.115312; sharpness=0.003394
18,short,head_left,file-000.mp4,103,19860,662.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000103_frame019860_t662000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000103_frame019860_t662000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117493; brightness=0.582068; contrast=0.154525; edge_density=0.126094; sharpness=0.003626
19,short,head_left,file-000.mp4,110,21230,707.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000110_frame021230_t707667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000110_frame021230_t707667.jpg,stratified_coverage,hard_score=0.107752; brightness=0.562324; contrast=0.164047; edge_density=0.118594; sharpness=0.003512
20,short,head_left,file-000.mp4,117,22590,753.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000117_frame022590_t753000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000117_frame022590_t753000.jpg,stratified_coverage,hard_score=0.110298; brightness=0.569940; contrast=0.156563; edge_density=0.120625; sharpness=0.003599
21,short,head_left,file-000.mp4,122,23550,785.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000122_frame023550_t785000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000122_frame023550_t785000.jpg,stratified_coverage,hard_score=0.115885; brightness=0.577488; contrast=0.156754; edge_density=0.126510; sharpness=0.003706
22,short,head_left,file-000.mp4,129,24910,830.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000129_frame024910_t830333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000129_frame024910_t830333.jpg,stratified_coverage,hard_score=0.111276; brightness=0.568288; contrast=0.160717; edge_density=0.123177; sharpness=0.003641
23,short,head_left,file-000.mp4,134,25790,859.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000134_frame025790_t859667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000134_frame025790_t859667.jpg,stratified_coverage,hard_score=0.112614; brightness=0.574986; contrast=0.154544; edge_density=0.121615; sharpness=0.003725
24,short,head_left,file-000.mp4,141,27230,907.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000141_frame027230_t907667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000141_frame027230_t907667.jpg,stratified_coverage,hard_score=0.112195; brightness=0.579269; contrast=0.150431; edge_density=0.116510; sharpness=0.003252
25,short,head_left,file-000.mp4,148,28590,953.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000148_frame028590_t953000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000148_frame028590_t953000.jpg,stratified_coverage,hard_score=0.113035; brightness=0.586763; contrast=0.147238; edge_density=0.109479; sharpness=0.003243
26,short,head_left,file-000.mp4,153,29480,982.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000153_frame029480_t982667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000153_frame029480_t982667.jpg,stratified_coverage,hard_score=0.110632; brightness=0.566605; contrast=0.161320; edge_density=0.123333; sharpness=0.003692
27,short,head_left,file-000.mp4,161,30920,1030.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000161_frame030920_t1030667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000161_frame030920_t1030667.jpg,stratified_coverage,hard_score=0.116637; brightness=0.582934; contrast=0.157743; edge_density=0.119115; sharpness=0.003719
28,short,head_left,file-000.mp4,168,32280,1076.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000168_frame032280_t1076000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000168_frame032280_t1076000.jpg,stratified_coverage,hard_score=0.116343; brightness=0.578310; contrast=0.157254; edge_density=0.126250; sharpness=0.003634
29,short,head_left,file-000.mp4,170,32760,1092.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000170_frame032760_t1092000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000170_frame032760_t1092000.jpg,stratified_coverage,hard_score=0.114380; brightness=0.566941; contrast=0.163513; edge_density=0.133437; sharpness=0.003786
30,short,head_left,file-000.mp4,175,33640,1121.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033640_t1121333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000175_frame033640_t1121333.jpg,stratified_coverage,hard_score=0.112998; brightness=0.566017; contrast=0.165586; edge_density=0.128646; sharpness=0.003803
31,short,head_left,file-000.mp4,180,34600,1153.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000180_frame034600_t1153333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000180_frame034600_t1153333.jpg,stratified_coverage,hard_score=0.113974; brightness=0.572612; contrast=0.160423; edge_density=0.125208; sharpness=0.003768
32,short,head_left,file-000.mp4,182,35080,1169.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000182_frame035080_t1169333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000182_frame035080_t1169333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117290; brightness=0.583956; contrast=0.151748; edge_density=0.124583; sharpness=0.003653
33,short,head_left,file-000.mp4,187,35960,1198.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000187_frame035960_t1198667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000187_frame035960_t1198667.jpg,stratified_coverage,hard_score=0.111534; brightness=0.571150; contrast=0.158460; edge_density=0.121146; sharpness=0.003722
34,short,head_left,file-000.mp4,194,37320,1244.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000194_frame037320_t1244000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000194_frame037320_t1244000.jpg,stratified_coverage,hard_score=0.111735; brightness=0.568780; contrast=0.161629; edge_density=0.123125; sharpness=0.003769
35,short,head_left,file-000.mp4,199,38290,1276.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000199_frame038290_t1276333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000199_frame038290_t1276333.jpg,stratified_coverage,hard_score=0.110922; brightness=0.573807; contrast=0.155887; edge_density=0.116823; sharpness=0.003692
36,short,head_left,file-000.mp4,204,39170,1305.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000204_frame039170_t1305667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000204_frame039170_t1305667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118294; brightness=0.585022; contrast=0.156820; edge_density=0.121927; sharpness=0.003634
37,short,head_left,file-000.mp4,207,39810,1327.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000207_frame039810_t1327000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000207_frame039810_t1327000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119487; brightness=0.587924; contrast=0.151413; edge_density=0.125573; sharpness=0.003607
38,short,head_left,file-000.mp4,213,41010,1367.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000213_frame041010_t1367000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000213_frame041010_t1367000.jpg,stratified_coverage,hard_score=0.111339; brightness=0.571104; contrast=0.158147; edge_density=0.120833; sharpness=0.003561
39,short,head_left,file-000.mp4,218,41970,1399.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000218_frame041970_t1399000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000218_frame041970_t1399000.jpg,stratified_coverage,hard_score=0.110873; brightness=0.574578; contrast=0.153898; edge_density=0.117031; sharpness=0.003551
40,short,head_left,file-000.mp4,223,42850,1428.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000223_frame042850_t1428333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000223_frame042850_t1428333.jpg,stratified_coverage,hard_score=0.116073; brightness=0.573716; contrast=0.160547; edge_density=0.130260; sharpness=0.003843
41,short,head_left,file-000.mp4,228,43810,1460.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000228_frame043810_t1460333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000228_frame043810_t1460333.jpg,stratified_coverage,hard_score=0.114919; brightness=0.579812; contrast=0.154052; edge_density=0.121667; sharpness=0.003625
42,short,head_left,file-000.mp4,232,44690,1489.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000232_frame044690_t1489667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000232_frame044690_t1489667.jpg,stratified_coverage,hard_score=0.109735; brightness=0.563758; contrast=0.163736; edge_density=0.123073; sharpness=0.003713
43,short,head_left,file-000.mp4,235,45170,1505.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000235_frame045170_t1505667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000235_frame045170_t1505667.jpg,stratified_coverage,hard_score=0.110864; brightness=0.562495; contrast=0.165467; edge_density=0.127500; sharpness=0.003836
44,short,head_left,file-000.mp4,239,45890,1529.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000239_frame045890_t1529667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000239_frame045890_t1529667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119689; brightness=0.583233; contrast=0.161414; edge_density=0.125729; sharpness=0.003795
45,short,head_left,file-000.mp4,244,47020,1567.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000244_frame047020_t1567333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000244_frame047020_t1567333.jpg,stratified_coverage,hard_score=0.111673; brightness=0.583089; contrast=0.148325; edge_density=0.110156; sharpness=0.003134
46,short,head_left,file-000.mp4,254,48860,1628.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000254_frame048860_t1628667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000254_frame048860_t1628667.jpg,stratified_coverage,hard_score=0.115306; brightness=0.571677; contrast=0.157431; edge_density=0.133698; sharpness=0.003683
47,short,head_left,file-000.mp4,259,49820,1660.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000259_frame049820_t1660667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000259_frame049820_t1660667.jpg,stratified_coverage,hard_score=0.113720; brightness=0.575136; contrast=0.156795; edge_density=0.123177; sharpness=0.003567
48,short,head_left,file-000.mp4,266,51180,1706.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000266_frame051180_t1706000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000266_frame051180_t1706000.jpg,stratified_coverage,hard_score=0.111325; brightness=0.571510; contrast=0.156655; edge_density=0.121354; sharpness=0.003498
49,short,head_left,file-000.mp4,271,52060,1735.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000271_frame052060_t1735333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000271_frame052060_t1735333.jpg,stratified_coverage,hard_score=0.114689; brightness=0.575861; contrast=0.160221; edge_density=0.122344; sharpness=0.003910
50,short,head_left,file-000.mp4,276,53100,1770.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000276_frame053100_t1770000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000276_frame053100_t1770000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119852; brightness=0.584058; contrast=0.156982; edge_density=0.128594; sharpness=0.003482
51,short,head_left,file-000.mp4,283,54390,1813.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000283_frame054390_t1813000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000283_frame054390_t1813000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118138; brightness=0.586993; contrast=0.150818; edge_density=0.123125; sharpness=0.003515
52,short,head_left,file-000.mp4,288,55350,1845.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000288_frame055350_t1845000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000288_frame055350_t1845000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117528; brightness=0.578537; contrast=0.158912; edge_density=0.128438; sharpness=0.003830
53,short,head_left,file-000.mp4,292,56230,1874.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000292_frame056230_t1874333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000292_frame056230_t1874333.jpg,stratified_coverage,hard_score=0.110994; brightness=0.575978; contrast=0.153395; edge_density=0.115521; sharpness=0.003447
54,short,head_left,file-000.mp4,295,56710,1890.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000295_frame056710_t1890333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000295_frame056710_t1890333.jpg,stratified_coverage,hard_score=0.113948; brightness=0.575894; contrast=0.155317; edge_density=0.123906; sharpness=0.003656
55,short,head_left,file-000.mp4,299,57590,1919.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000299_frame057590_t1919667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000299_frame057590_t1919667.jpg,stratified_coverage,hard_score=0.110423; brightness=0.586585; contrast=0.144898; edge_density=0.103021; sharpness=0.002987
56,short,head_left,file-000.mp4,304,58390,1946.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000304_frame058390_t1946333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file000_episode000304_frame058390_t1946333.jpg,stratified_coverage,hard_score=0.116878; brightness=0.573650; contrast=0.165089; edge_density=0.129271; sharpness=0.004151
57,short,head_left,file-001.mp4,307,480,16.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000307_frame000480_t016000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000307_frame000480_t016000.jpg,stratified_coverage,hard_score=0.109339; brightness=0.564931; contrast=0.163743; edge_density=0.119792; sharpness=0.003536
58,short,head_left,file-001.mp4,312,1360,45.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000312_frame001360_t045333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000312_frame001360_t045333.jpg,stratified_coverage,hard_score=0.115146; brightness=0.575826; contrast=0.161869; edge_density=0.122552; sharpness=0.003988
59,short,head_left,file-001.mp4,314,1840,61.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000314_frame001840_t061333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000314_frame001840_t061333.jpg,stratified_coverage,hard_score=0.112000; brightness=0.575266; contrast=0.154779; edge_density=0.118906; sharpness=0.003631
60,short,head_left,file-001.mp4,319,2800,93.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000319_frame002800_t093333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000319_frame002800_t093333.jpg,stratified_coverage,hard_score=0.110992; brightness=0.571347; contrast=0.157337; edge_density=0.119948; sharpness=0.003488
61,short,head_left,file-001.mp4,323,3520,117.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000323_frame003520_t117333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000323_frame003520_t117333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117396; brightness=0.590003; contrast=0.148765; edge_density=0.117344; sharpness=0.003530
62,short,head_left,file-001.mp4,326,4160,138.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000326_frame004160_t138667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000326_frame004160_t138667.jpg,stratified_coverage,hard_score=0.110115; brightness=0.567811; contrast=0.158777; edge_density=0.121719; sharpness=0.003661
63,short,head_left,file-001.mp4,331,5050,168.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000331_frame005050_t168333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000331_frame005050_t168333.jpg,stratified_coverage,hard_score=0.114303; brightness=0.583364; contrast=0.151983; edge_density=0.115417; sharpness=0.003533
64,short,head_left,file-001.mp4,338,6410,213.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000338_frame006410_t213667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000338_frame006410_t213667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118018; brightness=0.583562; contrast=0.155322; edge_density=0.124688; sharpness=0.003596
65,short,head_left,file-001.mp4,343,7370,245.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000343_frame007370_t245667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000343_frame007370_t245667.jpg,stratified_coverage,hard_score=0.113715; brightness=0.573271; contrast=0.158194; edge_density=0.125104; sharpness=0.003700
66,short,head_left,file-001.mp4,349,8490,283.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000349_frame008490_t283000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000349_frame008490_t283000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119329; brightness=0.586703; contrast=0.152533; edge_density=0.126146; sharpness=0.003597
67,short,head_left,file-001.mp4,351,8890,296.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000351_frame008890_t296333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000351_frame008890_t296333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117476; brightness=0.570067; contrast=0.163018; edge_density=0.138958; sharpness=0.004002
68,short,head_left,file-001.mp4,353,9290,309.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000353_frame009290_t309667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000353_frame009290_t309667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.120897; brightness=0.595358; contrast=0.148933; edge_density=0.119948; sharpness=0.003368
69,short,head_left,file-001.mp4,357,10170,339.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000357_frame010170_t339000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000357_frame010170_t339000.jpg,stratified_coverage,hard_score=0.111416; brightness=0.588303; contrast=0.145247; edge_density=0.103177; sharpness=0.002993
70,short,head_left,file-001.mp4,365,11530,384.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000365_frame011530_t384333.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000365_frame011530_t384333.jpg,stratified_coverage,hard_score=0.115892; brightness=0.582377; contrast=0.157002; edge_density=0.118177; sharpness=0.003681
71,short,head_left,file-001.mp4,372,12900,430.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000372_frame012900_t430000.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000372_frame012900_t430000.jpg,stratified_coverage,hard_score=0.115493; brightness=0.581535; contrast=0.153839; edge_density=0.120885; sharpness=0.003575
72,short,head_left,file-001.mp4,376,13700,456.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000376_frame013700_t456667.jpg,task_A_dataset_frame/outputs/frames_selected/cvat_batch_001/short_head_left_file001_episode000376_frame013700_t456667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118145; brightness=0.583818; contrast=0.155506; edge_density=0.124531; sharpness=0.003598
