case_id,dataset_split,camera,video_file,episode_index,frame_index,timestamp_seconds,frame_path,hard_case_tags,priority,locateanything_status,notes
hard_0081,short,head_left,file-002.mp4,849,45890,1529.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file002_episode000849_frame045890_t1529667.jpg,visual_hard_candidate,high,not_run,auto_score=0.118191
hard_0082,short,head_left,file-000.mp4,98,18820,627.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000098_frame018820_t627333.jpg,visual_hard_candidate,high,not_run,auto_score=0.118190
hard_0083,short,head_left,file-000.mp4,176,33800,1126.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000176_frame033800_t1126667.jpg,visual_hard_candidate,high,not_run,auto_score=0.118180
hard_0084,short,head_left,file-002.mp4,683,14020,467.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file002_episode000683_frame014020_t467333.jpg,visual_hard_candidate,high,not_run,auto_score=0.118154
hard_0085,short,head_left,file-001.mp4,376,13700,456.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000376_frame013700_t456667.jpg,visual_hard_candidate,high,not_run,auto_score=0.118145
hard_0086,short,head_left,file-000.mp4,283,54390,1813.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000283_frame054390_t1813000.jpg,visual_hard_candidate,high,not_run,auto_score=0.118138
hard_0087,short,head_left,file-000.mp4,292,56070,1869.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000292_frame056070_t1869000.jpg,visual_hard_candidate,high,not_run,auto_score=0.118119
hard_0088,short,head_left,file-001.mp4,521,41570,1385.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000521_frame041570_t1385667.jpg,visual_hard_candidate,high,not_run,auto_score=0.118100
hard_0089,short,head_left,file-001.mp4,373,13060,435.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000373_frame013060_t435333.jpg,visual_hard_candidate,high,not_run,auto_score=0.118084
hard_0090,short,head_left,file-001.mp4,419,21950,731.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000419_frame021950_t731667.jpg,visual_hard_candidate,high,not_run,auto_score=0.118056
hard_0091,short,head_left,file-001.mp4,607,57990,1933.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000607_frame057990_t1933000.jpg,visual_hard_candidate,high,not_run,auto_score=0.118025
hard_0092,short,head_left,file-001.mp4,338,6410,213.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000338_frame006410_t213667.jpg,visual_hard_candidate,high,not_run,auto_score=0.118018
hard_0093,short,head_left,file-001.mp4,381,14740,491.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000381_frame014740_t491333.jpg,visual_hard_candidate,high,not_run,auto_score=0.117993
hard_0094,short,head_left,file-001.mp4,451,28110,937.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000451_frame028110_t937000.jpg,visual_hard_candidate,high,not_run,auto_score=0.117980
hard_0095,short,head_left,file-001.mp4,355,9690,323.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000355_frame009690_t323000.jpg,visual_hard_candidate,high,not_run,auto_score=0.117965
hard_0096,short,head_left,file-001.mp4,481,33800,1126.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000481_frame033800_t1126667.jpg,visual_hard_candidate,high,not_run,auto_score=0.117957
hard_0097,short,head_left,file-002.mp4,688,14980,499.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file002_episode000688_frame014980_t499333.jpg,visual_hard_candidate,high,not_run,auto_score=0.117942
hard_0098,short,head_left,file-002.mp4,850,46140,1538.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file002_episode000850_frame046140_t1538000.jpg,visual_hard_candidate,high,not_run,auto_score=0.117929
hard_0099,short,head_left,file-001.mp4,597,56150,1871.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000597_frame056150_t1871667.jpg,visual_hard_candidate,high,not_run,auto_score=0.117910
hard_0100,short,head_left,file-000.mp4,302,57990,1933.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000302_frame057990_t1933000.jpg,visual_hard_candidate,high,not_run,auto_score=0.117909
hard_0101,short,head_left,file-003.mp4,932,3370,112.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file003_episode000932_frame003370_t112333.jpg,visual_hard_candidate,high,not_run,auto_score=0.117900
hard_0102,short,head_left,file-001.mp4,515,40370,1345.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000515_frame040370_t1345667.jpg,visual_hard_candidate,high,not_run,auto_score=0.117885
hard_0103,short,head_left,file-002.mp4,766,29960,998.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file002_episode000766_frame029960_t998667.jpg,visual_hard_candidate,high,not_run,auto_score=0.117868
