frame_id,dataset_split,camera,source_id,video_file,video_file_index,episode_index,source_frame_index,episode_frame_index,timestamp_seconds,source_video,output_file,width,height,source_fps,extract_fps,frame_stride
short_head_left_file000_episode000000_frame000100_t003333,short,head_left,short_head_left_file000,file-000.mp4,0,0,100,100,3.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000100_t003333.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000110_t003667,short,head_left,short_head_left_file000,file-000.mp4,0,0,110,110,3.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000110_t003667.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000120_t004000,short,head_left,short_head_left_file000,file-000.mp4,0,0,120,120,4.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000120_t004000.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000130_t004333,short,head_left,short_head_left_file000,file-000.mp4,0,0,130,130,4.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000130_t004333.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000140_t004667,short,head_left,short_head_left_file000,file-000.mp4,0,0,140,140,4.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000140_t004667.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000150_t005000,short,head_left,short_head_left_file000,file-000.mp4,0,0,150,150,5.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000150_t005000.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000160_t005333,short,head_left,short_head_left_file000,file-000.mp4,0,0,160,160,5.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000160_t005333.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000170_t005667,short,head_left,short_head_left_file000,file-000.mp4,0,0,170,170,5.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000170_t005667.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000180_t006000,short,head_left,short_head_left_file000,file-000.mp4,0,0,180,180,6.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000180_t006000.jpg,640,480,30,3,10
short_head_left_file000_episode000000_frame000190_t006333,short,head_left,short_head_left_file000,file-000.mp4,0,0,190,190,6.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000000_frame000190_t006333.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000200_t006667,short,head_left,short_head_left_file000,file-000.mp4,0,1,200,8,6.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000200_t006667.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000210_t007000,short,head_left,short_head_left_file000,file-000.mp4,0,1,210,18,7.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000210_t007000.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000220_t007333,short,head_left,short_head_left_file000,file-000.mp4,0,1,220,28,7.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000220_t007333.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000230_t007667,short,head_left,short_head_left_file000,file-000.mp4,0,1,230,38,7.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000230_t007667.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000240_t008000,short,head_left,short_head_left_file000,file-000.mp4,0,1,240,48,8.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000240_t008000.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000250_t008333,short,head_left,short_head_left_file000,file-000.mp4,0,1,250,58,8.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000250_t008333.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000260_t008667,short,head_left,short_head_left_file000,file-000.mp4,0,1,260,68,8.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000260_t008667.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000270_t009000,short,head_left,short_head_left_file000,file-000.mp4,0,1,270,78,9.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000270_t009000.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000280_t009333,short,head_left,short_head_left_file000,file-000.mp4,0,1,280,88,9.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000280_t009333.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000290_t009667,short,head_left,short_head_left_file000,file-000.mp4,0,1,290,98,9.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000290_t009667.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000300_t010000,short,head_left,short_head_left_file000,file-000.mp4,0,1,300,108,10.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000300_t010000.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000310_t010333,short,head_left,short_head_left_file000,file-000.mp4,0,1,310,118,10.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000310_t010333.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000320_t010667,short,head_left,short_head_left_file000,file-000.mp4,0,1,320,128,10.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000320_t010667.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000330_t011000,short,head_left,short_head_left_file000,file-000.mp4,0,1,330,138,11.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000330_t011000.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000340_t011333,short,head_left,short_head_left_file000,file-000.mp4,0,1,340,148,11.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000340_t011333.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000350_t011667,short,head_left,short_head_left_file000,file-000.mp4,0,1,350,158,11.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000350_t011667.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000360_t012000,short,head_left,short_head_left_file000,file-000.mp4,0,1,360,168,12.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000360_t012000.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000370_t012333,short,head_left,short_head_left_file000,file-000.mp4,0,1,370,178,12.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000370_t012333.jpg,640,480,30,3,10
short_head_left_file000_episode000001_frame000380_t012667,short,head_left,short_head_left_file000,file-000.mp4,0,1,380,188,12.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000001_frame000380_t012667.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000390_t013000,short,head_left,short_head_left_file000,file-000.mp4,0,2,390,6,13.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000390_t013000.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000400_t013333,short,head_left,short_head_left_file000,file-000.mp4,0,2,400,16,13.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000400_t013333.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000410_t013667,short,head_left,short_head_left_file000,file-000.mp4,0,2,410,26,13.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000410_t013667.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000420_t014000,short,head_left,short_head_left_file000,file-000.mp4,0,2,420,36,14.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000420_t014000.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000430_t014333,short,head_left,short_head_left_file000,file-000.mp4,0,2,430,46,14.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000430_t014333.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000440_t014667,short,head_left,short_head_left_file000,file-000.mp4,0,2,440,56,14.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000440_t014667.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000450_t015000,short,head_left,short_head_left_file000,file-000.mp4,0,2,450,66,15.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000450_t015000.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000460_t015333,short,head_left,short_head_left_file000,file-000.mp4,0,2,460,76,15.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000460_t015333.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000470_t015667,short,head_left,short_head_left_file000,file-000.mp4,0,2,470,86,15.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000470_t015667.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000480_t016000,short,head_left,short_head_left_file000,file-000.mp4,0,2,480,96,16.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000480_t016000.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000490_t016333,short,head_left,short_head_left_file000,file-000.mp4,0,2,490,106,16.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000490_t016333.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000500_t016667,short,head_left,short_head_left_file000,file-000.mp4,0,2,500,116,16.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000500_t016667.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000510_t017000,short,head_left,short_head_left_file000,file-000.mp4,0,2,510,126,17.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000510_t017000.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000520_t017333,short,head_left,short_head_left_file000,file-000.mp4,0,2,520,136,17.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000520_t017333.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000530_t017667,short,head_left,short_head_left_file000,file-000.mp4,0,2,530,146,17.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000530_t017667.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000540_t018000,short,head_left,short_head_left_file000,file-000.mp4,0,2,540,156,18.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000540_t018000.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000550_t018333,short,head_left,short_head_left_file000,file-000.mp4,0,2,550,166,18.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000550_t018333.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000560_t018667,short,head_left,short_head_left_file000,file-000.mp4,0,2,560,176,18.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000560_t018667.jpg,640,480,30,3,10
short_head_left_file000_episode000002_frame000570_t019000,short,head_left,short_head_left_file000,file-000.mp4,0,2,570,186,19.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000002_frame000570_t019000.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000580_t019333,short,head_left,short_head_left_file000,file-000.mp4,0,3,580,4,19.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000580_t019333.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000590_t019667,short,head_left,short_head_left_file000,file-000.mp4,0,3,590,14,19.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000590_t019667.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000600_t020000,short,head_left,short_head_left_file000,file-000.mp4,0,3,600,24,20.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000600_t020000.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000610_t020333,short,head_left,short_head_left_file000,file-000.mp4,0,3,610,34,20.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000610_t020333.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000620_t020667,short,head_left,short_head_left_file000,file-000.mp4,0,3,620,44,20.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000620_t020667.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000630_t021000,short,head_left,short_head_left_file000,file-000.mp4,0,3,630,54,21.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000630_t021000.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000640_t021333,short,head_left,short_head_left_file000,file-000.mp4,0,3,640,64,21.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000640_t021333.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000650_t021667,short,head_left,short_head_left_file000,file-000.mp4,0,3,650,74,21.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000650_t021667.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000660_t022000,short,head_left,short_head_left_file000,file-000.mp4,0,3,660,84,22.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000660_t022000.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000670_t022333,short,head_left,short_head_left_file000,file-000.mp4,0,3,670,94,22.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000670_t022333.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000680_t022667,short,head_left,short_head_left_file000,file-000.mp4,0,3,680,104,22.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000680_t022667.jpg,640,480,30,3,10
short_head_left_file000_episode000003_frame000690_t023000,short,head_left,short_head_left_file000,file-000.mp4,0,3,690,114,23.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000003_frame000690_t023000.jpg,640,480,30,3,10
